conjunto,administración,estrato,antiguedad,remodelado,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,deposito,porteria,zona_de_lavanderia,gas,parqueadero,precio,direccion,nombre,descripcion,barrio
San Andres de Afidro,76500,3,20,No,44.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,No,139000000.0,Carrera 127c # 143-92,San Andres de Afidro,"Apartamento en venta de 44m2, con vista exterior, ubicado en un 2do piso (Torre 16 Apto 206), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería.  Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, salón comunal, tiendas y vigilancia privada las 24 horas. Cerca a centro comercial Portal Hatochico; cerca a almacenes de cadena Mercado Zapatoca; cerca a Colegio Liceo Empresarial de Campo; cerca a Universidad El Bosque; cerca a estación de Ruta Alimentadora San Andres; Vías de acceso por la Diagonal 146 y Calle 145.",TIBABUYES
Metro 136,50000,2,7,Si,44.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,No,Si,98000000.0,Carrera 14i # 136 - 21sur,Metro 136,"Apartamento en venta de 44m2, con vista interior, ubicado en un 1er piso (Torre 13 Apto 101). Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zonas. El conjunto cuenta con salón social, parque infantil y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax, Tiendas D1 y Ara; cerca a colegio Metro Vivienda, colegio Francisco Antonio Zea y colegio Usme; cerca a universidad Antonio Nariño; cerca a rutas alimentadoras y paraderos del Sitp; Vías de acceso por la Carrera 14 y la Calle 136a Sur.",CIUDAD USME
Charles 58,331527,3,4,No,40.0,1,1,0,1,Apartamento,0,24 hrs,No Tiene,Si,Si,230000000.0,Calle 58 14A 54,Charles 58,"Apartamento en venta de 40m2, con vista exterior, ubicado en un 3er piso ( Apto 301), acceso por ascensor,. Consta de 1 habitaciones, 1 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y zona de ropas. El conjunto cuenta con zonas verdes, BBQ y vigilancia privada las 24 horas; cerca a almacenes de cadena como D1, Éxito; cerca a colegio Manuela Beltrán, Cerca a  las universidad Católica, universidad Nacional, Universidad Área Andina; vías de acceso calle 58 y la carrera 14a.",GALERIAS
Altavista El Mirador,104000,3,4,Si,45.0,3,1,0,1,Apartamento,0,24 hrs,No Tiene,Si,Si,175000000.0,Carrera 4 # 1 - 46,Altavista El Mirador,"Apartamento en venta de 45m2, con vista interior, ubicado en un 9vo piso (Torre 7 Apto 903), acceso por ascensor. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, zona BBQ, cancha sintética, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Diana Carolina y Gran Plaza; cerca a almacenes de cadena como Éxito, D1, Ara ; cerca a colegio Nueva Granada, Femenino San Juan Bosco; cerca a universidad Libre, Externado; cerca a Sitp y rutas alimentadoras; Vías de acceso por la Calle 5 B sur y Carrera 4.",SOSIEGO
Navarra,143000,3,0,Si,35.0,1,1,0,1,Apartamento,0,24 hrs,Comunal,No,Si,250000000.0,Carrera 8 # 170 - 52,Navarra,"Apartamento en venta de 35m2, con vista exterior, ubicado en un 22avo piso (Torre 4 Apto 401), acceso por ascensor. Consta de 1 habitacion, 1 baño, sala comedor y cocina integral. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona BBQ, salón de juegos, gimnasio, coworking, parqueadero comunal, salón social, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Palatino; cerca a almacenes de cadena como D1; cerca a colegio Gimnasio José Joaquín Casas; cerca a Universidad de La Salle - Sede Norte; cerca a paraderos del SITP; Vías de acceso por Carrera 7ma, Calle 170 y Calle 173.",LA URIBE
Caobos de Altamira,463,4,31,No,66.0,3,2,1,0,Apartamento,0,24 hrs,Comunal,Si,Si,270000000.0,Carrera 15 # 146 - 95,Caobos de Altamira,"Apartamento en venta de 67m2, con vista interior, ubicado en un 3er piso (Torre 2 Apto 302), acceso por escaleras, 1 parqueaderos propios (19). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El edificio cuenta con salón comunal  y vigilancia privada las 24 horas. Cerca a centro comercial Cedritos; cerca a almacenes de cadena como Éxito, Carulla y Olímpica; cerca a colegio Teresiano y Santa Francisca Romana; cerca a estación de Transmilenio Calle 146; Vías de acceso por la Av Carrera 15 y Calle 146.",LOS CEDROS
Torre Laguna,388000,3,12,No,86.0,3,2,1,1,Apartamento,0,24 hrs,Comunal,Si,Si,419250000.0,KR 46 141 47,Torre Laguna,"Apartamento en venta de 86m2, con vista interior, ubicado en un 4to piso (Apto 401), acceso por ascensor, parqueadero propio cubierto (13). Consta de 3 habitaciones, 2 baños, sala comedor, estudio, balcón (1m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial La Colina 138 y Paseo San Rafael; cerca a almacenes de cadena como Éxito, Carulla, D1 y Ara; cerca a Colegio Santo Tomás de Aquino y Colegio Richard Wagner; cerca a estacion de Transmilenio Calle 142; Vías de acceso por la Calle 141 y Carrera 45.",EL PRADO
Vistas del Rio 2,45000,2,8,No,49.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,110000000.0,Calle 138 a sur # 14 i - 58,Vistas del Rio 2,"Apartamento en venta de 49m2, con vista exterior, ubicado en un 3er piso (Torre 15 Apto 303), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, salón social, parqueadero comunal y vigilancia privada las 24 horas. cerca a almacenes de cadena como Surtimax; cerca a colegio Eustasio Rivera IED; cerca a universidad Antonio Nariño; Vías de acceso por la Calle 138 A Sur y Carrera 14.",CIUDAD USME
Bosques de Bogotá 4,88199,2,9,No,48.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,110800000.0,Calle 138asur # 14i - 28,Bosques de,"Apartamento en venta de 48m2, con vista interior, ubicado en un 3er piso (Torre 12 Apto 301), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en cocina y baño. El conjunto cuenta con zonas verdes, salón comunal, zona infantil y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax; cerca a colegios Eustasio rivera IED; cerca a universidad Antonio Nariño; Vías de acceso por la Calle 138 A Sur y Carrera 14",CIUDAD USME
Edificio Ambrocia,179400,3,9,No,56.0,3,2,0,0,Apartamento,0,No,No Tiene,Si,No,221000000.0,Calle 20a # 96c - 86,Edificio Ambrocia,"Apartamento de 54m2 con vista interior, ubicado en un 2do piso (Torre A Apto 206) acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor y cocina integral. Tiene piso laminado en sala comedor, habitaciones, y cerámica en baño y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a Centro comercial Hayuelos; cerca a estación Portal El Dorado; cerca a almacenes de cadena como D1, Éxito y Surtifruver. Acceso por Cra 96c y Calle 22.",FONTIBON
Paladio 134,438000,3,7,No,84.0,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,No,440000000.0,Calle 134d # 47-40,Paladio 134,"Apartamento en venta de 84m2, con vista interior, ubicado en un 4to piso (Apto 402), acceso por ascensor, parqueadero propio cubierto (11) y depósito (402). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. Cerca a centro comercial Parque la Colina; cerca a almacenes de cadena Exito, Jumbo, Olimpica, Tienda D1, Colsubsidio; cerca a colegio Colegio Anibal Fernandez de Soto - Sede A; cerca a universidad Universidad Católica Luis Amigó - Bogotá; cerca a paraderos del SITP; Vías de acceso por la Carrera 55a y calle137.",EL PRADO
Edificio Carrara 1,597000,5,24,No,105.0,3,3,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,500000000.0,Calle 122 # 45a-17,Edificio Carrara 1,"Apartamento en venta de 105m2, con vista interior, ubicado en un 4to piso (Apto 401), acceso por ascensor y escaleras, parqueadero propio cubierto (1) y depósito (11). Consta de 3 habitaciones, 3 baños, sala comedor, estudio, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro; cerca a almacenes de cadena como Carulla, Metro y Colsubsidio; cerca a colegio Cardenal Sancha y Emmanuel d'Alzón; cerca a universidad  El Bosque; cerca a estación de Transmilenio 127; Vías de acceso por la Calle 122 y Autopista Norte.",LA ALHAMBRA
Santafe del Tintal Supermanzana 1,85000,2,21,No,47.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,145500000.0,Carrera 88 # 6a-99,Santafe del Tintal Supermanzana 1,"Apartamento en venta de 47m2, con vista interior, ubicado en un 4to piso (Torre 13 Apto 404), acceso por escaleras. Cuenta con 3 habitaciones, 1 baños, sala comedor, cocina integral, zona de lavandería. Tiene piso laminado en zona social y cerámico en habitaciones, baño y cocina. El conjunto cuenta con zona social, zonas verdes, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Tintal Plaza; cerca a almacenes de cadena  Exito, Tienda D1, Colsubsidio; cerca a colegio Gimnasio Moderno San Francisco; Cerca a paraderos del SITP; Vías de acceso por la calle 6d y carrera 88.",CALANDAIMA
Edificio El Porvenir,325000,4,30,No,75.0,3,2,0,1,Apartamento,0,24 hrs,No Tiene,Si,Si,365300000.0,Calle 54 # 9-08,Edificio El Porvenir,"Apartamento en venta de 75m2, con vista interior, ubicado en un 2do piso (Apto 201), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Galerias y Punto 85; cerca a almacenes de cadena como D1, Oxxo y  Éxito; cerca a colegio Integral Ervid y Tomas Cipriano Mosquera; cerca a universidad Santo Tomás, universidad Militar Nueva Granada; cerca a estación de Transmilenio Marly; vías de acceso por la Calle 53 y Av. Caracas",CHAPINERO
Palmar de Castilla,535000,5,26,No,70.0,2,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,395600000.0,Carrera 7b # 127-36,Palmar de Castilla,"Apartamento en venta de 70m2, con vista interior, ubicado en un 3er piso (Apto 303), acceso por ascensor, parqueadero propio cubierto (303) y depósito (303). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro y Palatino; cerca a almacenes de cadena como Carulla, Éxito, D1 y Ara; cerca a Instituto Pedagógico Nacional y Gimnasio Femenino; cerca a universidad El Bosque; Vías de acceso por calle 127 y Carrera 7ma.
",USAQUEN
Argo 183,88000,3,21,No,52.0,2,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,Si,198320000.0,Calle 181c # 13 - 91,Argo 183,"Apartamento en venta de 52m2, con vista exterior, ubicado en un 4to piso (Torre 48 Apto 403), acceso por escaleras, parqueadero (90). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zoans. El conjunto cuenta con salón comunal, parque infantil, zonas vedes y vigilancia privada las 24 horas. Cerca a centro comercial Santafé y Autopista 184; cerca a almacenes de cadena como Carulla, D1, Ara y Surtimax; cerca a Colegio Ipag y Mutis School; cerca a Universidad de la Salle - Sede Norte; cerca a estacion de Transmilenio Terminal Norte; Vías de acceso por la carrera 7ma y la calle 183.",VERBENAL
Edificio Castillete ,235000,3,30,No,56.0,2,1,1,0,Apartamento,0,24 hrs,No Tiene,,No,228000000.0,Calle 25sur # 69 - 45,Edificio Castillete,"Apartamento en venta de 56 m2, con vista exterior, ubicado en un 5to piso (Apto 507), acceso por escaleras, parqueadero propio cubierto (17). Consta de 2 habitaciones, 1 baño, sala comedor, cocina semi-integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El edificio cuenta  con vigilancia privada las 24 horas. Cerca a centro comercial Plaza Central, Centro Comercial Plaza de las Américas y Mundo Aventura; cerca a almacenes de cadena como Éxito, Cafam, D1y Easy; cerca a colegios como San Ángel y Carlos Arango Velez; cerca a Universidades como Uniagustiniana y Publica de Kennedy; cerca a estación de Transmilenio Banderas y Pradera; Vía de acceso por la Avenida 1 de Mayo.",AMERICAS
Gerona del Porvenir 2,125000,2,9,Si,47.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,145000000.0,Calle 38Sur #93 B-02,Gerona del Porvenir 2,"Apartamento en venta de 47m2, con vista interior, ubicado en un 11vo piso (Torre 1 Apto 1101), acceso por ascensor. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene cerámico en todas sus zonas. El conjunto cuenta con zona para niños, piscina, cancha múltiple, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Tintal Plaza y Parque Central Primavera; cerca a almacenes de cadena como Éxito, Colsubsidio, Ara y D1; cerca a colegio Cafam Bellavista; cerca a estaciones de Transmilenio Portal de las Américas. Acceso por la Avenida Ciudad de Cali y Avenida Tintal.",CALANDAIMA
Las Margaritas 1,50000,1,8,No,57.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,155000000.0,Carrera 89a # 45a-38 sur,Las Margaritas 1,"Apartamento en venta de 57m2, con vista interior, ubicado en un 2do piso (Torre 13 Apto 203), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, salón social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Trebolis el Porvenir; cerca a almacenes de cadena Metro; cerca a colegio las Margaritas y Nelson Mandela; cerca a Universidad Distrital San Francisco José de Caldas; cerca al Portal de las Américas; Vías de acceso por la Carrera 89A y Calle 46 Sur.",LAS MARGARITAS
Las Gaviotas 2,109000,2,28,No,52.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,160000000.0,Carrera 122D # 129b-60,Las Gaviotas 2,"Apartamento en venta de 52m2, con vista interior, ubicado en un 5to piso (Bloque 145 Apto 501), acceso por escalera. Consta de 2 habitaciones, 1 baño, sala comedor, estudio, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zonas para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como D1 y  Ara; cerca a colegio Gimnasio la Campiña; cerca a estaciónes de Sitp; Vías de acceso por la calle 129D y carrera 122D.",TIBABUYES
Américas del Tintal,71000,2,6,No,51.0,2,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,151000000.0,Calle 2 # 93d - 30,Américas del Tintal,"Apartamento en venta de 51m2, con vista exterior, ubicado en un 2do piso (Torre 2 Apto 204), acceso por escaleras. Consta de 2 habitaciones, 2 baño, estudio, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Portal de la Primavera; cerca a almacenes de cadena como Colsubsidio; cerca a colegio Codema IED, Cafam Bellavista y Distrital Saludcoop Sur; Vías de acceso por la Calle 2 y Cra 93D.",CALANDAIMA
Nueva Granada ,200500,3,25,No,57.0,3,2,0,0,Apartamento,0,No,No Tiene,Si,Si,225000000.0,Carrera 114A # 78 - 21,Nueva Granada,"Apartamento en venta de 57m2, con vista exterior, ubicado en un 4to piso (Torre 2 Apto 403), acceso por escaleras, parqueadero propio (14). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado  habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro de occidente; cerca a almacenes de cadena como Éxito, Colsubsidio y D1; cerca a colegio Católico de la Sabana; cerca a estación de Transmilenio Portal 80; Vías de acceso por Calle 80 y Calle 78B.",GARCES NAVAS
Edificio Contemporáneo,278000,4,31,No,47.0,1,1,1,1,Apartamento,0,24 hrs,No Tiene,Si,No,275000000.0,Carrera 13 # 38-47,Edificio Contemporáneo,"Apartamento en venta de 47m2, con vista interior, ubicado en un 4to piso (Apto 402), acceso por ascensor, parqueadero propio cubierto (43). Consta de 1 habitación, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitación, zona social y cerámico en cocina y baño. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Bulevar 42; cerca a almacenes de cadena Exito, Oxxo y Olimpica; cerca a colegio del Sagrado Corazón de Jesús; cerca a Universidad Manuela Beltrán; cerca a estación de Transmilenio Av. 49; Vías de acceso por la Diagonal 40a y Av. caracas.",SAGRADO CORAZON
